"STATION","DATE","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HTDD","HX01","LN01","LX01","MN01","MN02","MX01","MX02","PRCP","SNOW","TAVG","TMAX","TMIN","WDMV"
"USC00112223","1992-10",,"0","6","3","0","0","0","7","0","7","0","18","0","0.0","0.26","80",,,,"454",,,,,,,,"0.61","0.0","49.6","62.0","37.1",
"USC00112223","1992-11",,"0","18","11","1","0","0","18","0","0","0","20","1","0.3","1.07","58",,,,"851",,,,,,,,"4.76","0.4","36.6","42.6","30.6",
"USC00112223","1992-12",,"0","11","6","6","1","2","28","13","0","0","-4","6","5.5","0.85","48",,,,"1085",,,,,,,,"3.45","7.3","26.7","34.1","19.2",
"USC00112223","1993-01","0","0","10","7","27","4","1","29","18","0","0","-5","7","2.8","0.72","43",,,,"1263",,,,,,,,"2.79","10.5","22.8","30.2","15.5",
"USC00112223","1993-02","0","0","10","3","11","3","4","27","16","0","0","-10","6","4.1","0.40","47",,,,"1131",,,,,,,,"0.89","7.6","23.1","30.6","15.5",
"USC00112223","1993-03","0","0","15","6","10","3","0","26","6","0","0","6","6","5.1","1.54","69",,,,"987",,,,,,,,"3.34","8.9","32.4","40.7","24.1",
"USC00112223","1993-04","0","0","14","8","2","0","0","12","0","2","0","23","1","0.8","0.86","77",,,,"552",,,,,,,,"4.83","1.3","44.5","55.0","33.9",
"USC00112223","1993-05","42","42","10","8","0","0","0","0","0","19","0","35","0","0.0","0.84","87",,,,"154",,,,,,,,"2.89","0.0","61.3","73.1","49.5",
"USC00112223","1993-06","173","132","15","13","0","0","0","0","0","24","1","34","0","0.0","2.13","91",,,,"71",,,,,,,,"9.86","0.0","67.0","77.1","56.9",
"USC00112223","1993-07","421","248","10","7","0","0","0","0","0","31","1","54","0","0.0","3.10","90",,"0",,"0",,,,,,,,"6.28","0.0","73.4","82.4","64.4",
"USC00112223","1993-08","607","186","12","7","0","0","0","0","0","29","2","51","0","0.0","0.88","93",,"9",,"9",,,,,,,,"4.07","0.0","71.8","81.8","61.7",
"USC00112223","1993-09",,,"14","9","0","0",,,,,,,"0","0.0","2.00",,,,,,,,,,,,,"5.20","0.0",,,,
"USC00112223","1993-10",,,"6","4","0","0",,,"0","7","0",,"0","0.0","0.64","83",,,,,,,,,,,,"1.48","0.0",,"61.3",,
"USC00112223","1993-11",,,"8","5","0","0",,,"5","0","0",,"0","0.4","0.46","65",,,,,,,,,,,,"1.46","0.6",,"44.2",,
"USC00112223","1993-12",,"0","13","4","7","2","3","20","11","0","0","-3","2","1.2","0.52","49",,,,"1026",,,,,,,,"1.57","3.3","27.2","33.0","21.5",
"USC00112223","1994-01","0","0","13","5","29","8","9","28","24","0","0","-24","8","2.1","0.35","38",,,,"1333",,,,,,,,"1.31","13.5","14.2","21.5","6.9",
"USC00112223","1994-02",,,"10","5","24","8","6","21","19","0","0","-11","14","6.5","1.39","54",,,,,,,,,,,,"2.74","26.4","18.4","27.6","9.2",
"USC00112223","1994-03",,,"5","2","5","0",,,"2","1","0",,"9","0.0","0.88","74",,,,,,,,,,,,"1.31","0.0",,"45.4",,
"USC00112223","1994-04",,,"6","5","0","0",,,"0","6","0",,"0","0.0","0.67","88",,,,,,,,,,,,"1.85","0.0",,"62.3",,
"USC00112223","1994-05",,,"6","5","0","0",,,"0","17","2",,"0","0.0","0.48","91",,,,,,,,,,,,"1.28","0.0",,"71.9",,
"USC00112223","1994-06",,"221","10","7","0","0","0","0","0","29","8","45","0","0.0","2.78","97",,,,"23",,,,,,,,"5.55","0.0","72.5","84.6","60.4",
"USC00112223","1994-07",,"202","11","6","0","0","0","0","0","28","2","53","0","0.0","0.48","94",,"6",,"6",,,,,,,,"1.80","0.0","72.6","83.2","61.9",
"USC00112223","1994-08",,"130","10","9","0","0","0","0","0","26","0","47","0","0.0","2.21","88",,"38",,"32",,,,,,,,"6.08","0.0","68.1","78.7","57.6",
"USC00112223","1994-09",,"89","11","7","0","0","0","0","0","17","2","42","0","0.0","0.83","91",,"145",,"106",,,,,,,,"2.93","0.0","64.6","75.2","53.9",
"USC00112223","1994-10",,"6","7","3","0","0","0","2","0","9","0","30","0","0.0","0.56","85",,"504",,"359",,,,,,,,"1.64","0.0","53.6","64.1","43.1",
"USC00112223","1994-11",,"0","11","9","0","0","0","15","1","0","0","20","0","0.0","1.41","68",,"1208",,"704",,,,,,,,"4.79","0.0","41.5","49.8","33.2",
"USC00112223","1994-12",,"0","7","3","18","1","0","29","9","0","0","1","7","8.0","0.72","54",,"2270",,"1062",,,,,,,,"1.17","8.8","30.8","37.0","24.5",
"USC00112223","1995-01","0","0","12","3","24","7","5","31","24","0","0","-5","7","4.5","1.46","43",,"3650",,"1380",,,,,,,,"2.44","12.7","20.5","27.4","13.5",
"USC00112223","1995-02","0","0","2","1","19","0","5","28","13","0","0","-5","5","0.0","0.81","50",,"4819",,"1169",,,,,,,,"0.82","0.0","23.3","32.2","14.3",
"USC00112223","1995-03","0","0","11","5","6","1","0","17","8","5","0","6","2","2.3","0.41","74",,"5656",,"837",,,,,,,,"1.57","2.8","38.0","48.1","27.9",
"USC00112223","1995-04","0","0","17","11","0","0","0","13","1","1","0","17","0","0.0","1.31","75",,"6284",,"628",,,,,,,,"5.03","0.0","44.0","54.3","33.8",
"USC00112223","1995-05","6","6","15","11","0","0","0","0","0","14","0","36","0","0.0","1.52","81",,"6525",,"241",,,,,,,,"7.55","0.0","57.4","67.1","47.7",
"USC00112223","1995-06","254","248","7","4","0","0","0","0","0","27","9","48","0","0.0","0.62","95",,"6549",,"23",,,,,,,,"1.09","0.0","72.5","83.7","61.3",
"USC00112223","1995-07","572","318","10","8","0","0","0","0","0","31","10","50","0","0.0","1.30","102",,"3",,"3",,,,,,,,"3.31","0.0","75.4","86.8","64.0",
"USC00112223","1995-08","967","396","8","4","0","0","0","0","0","31","10","59","0","0.0","2.55","97",,"3",,"0",,,,,,,,"3.87","0.0","77.8","87.7","67.8",
"USC00112223","1995-09","1014","46","6","4","0","0","0","2","0","17","0","30","0","0.0","1.42","87",,"176",,"172",,,,,,,,"2.35","0.0","60.8","72.4","49.2",
"USC00112223","1995-10","1019","5","15","10","0","0","0","7","0","12","0","30","0","0.0","1.14","82",,"599",,"423",,,,,,,,"3.85","0.0","51.2","63.0","39.4",
"USC00112223","1995-11","1019","0","6","4","8","1","0","27","11","0","0","8","1","1.3","2.20","59",,"1665",,"1067",,,,,,,,"3.78","1.4","29.4","37.6","21.3",
"USC00112223","1995-12","1019","0","7","2","6","2","4","31","17","0","0","-6","3","2.7","0.37","54",,"2968",,"1302",,,,,,,,"0.63","6.1","23.0","31.2","14.8",
"USC00112223","1996-01","0","0","12","5","28","2","6","31","21","0","0","-16","5","2.0","0.32","57",,"4395",,"1427",,,,,,,,"1.24","5.0","19.0","27.6","10.3",
"USC00112223","1996-02","0","0","6","2","11","1","5","26","13","0","0","-23","1","1.2","0.38","57",,"5618",,"1223",,,,,,,,"0.73","1.8","22.8","32.0","13.6",
"USC00112223","1996-03","0","0","8","3","6","1","4","28","10","0","0","-4","2","2.1","0.77","59",,"6737",,"1119",,,,,,,,"1.18","2.9","28.9","38.9","18.9",
"USC00112223","1996-04","0","0","12","5","0","0","0","14","0","6","0","20","0","0.0","0.94","82",,"7340",,"603",,,,,,,,"2.55","0.0","44.9","56.6","33.2",
"USC00112223","1996-05","39","39","18","15","0","0","0","0","0","6","2","35","0","0.0","2.59","92",,"7670",,"330",,,,,,,,"9.46","0.0","55.6","64.9","46.4",
"USC00112223","1996-06","201","161","12","8","0","0","0","0","0","25","3","47","0","0.0","1.61","94",,"7720",,"50",,,,,,,,"5.71","0.0","68.7","78.3","59.1",
"USC00112223","1996-07","357","156","12","8","0","0","0","0","0","30","1","53","0","0.0","8.09","90",,"9",,"9",,,,,,,,"11.40","0.0","70.0","79.8","60.1",
"USC00112223","1996-08","556","199","5","3","0","0","0","0","0","31","2","57","0","0.0","4.68","90",,"9",,"0",,,,,,,,"6.06","0.0","71.4","80.7","62.1",
"USC00112223","1996-09","626","70","6","2","0","0","0","0","0","16","0","42","0","0.0","1.49","84",,"166",,"157",,,,,,,,"2.09","0.0","62.1","71.8","52.4",
"USC00112223","1996-10","626","0","8","5","0","0","0","5","0","8","0","24","0","0.0","0.79","79",,"585",,"418",,,,,,,,"2.06","0.0","51.5","62.3","40.7",
"USC00112223","1996-11","626","0","8","5","4","2","0","26","9","0","0","7","3","3.0","0.37","60",,"1642",,"1058",,,,,,,,"1.12","4.0","29.7","36.6","22.8",
"USC00112223","1996-12","626","0","12","6","15","3","4","30","15","0","0","-3","4","3.1","0.40","43",,"2924",,"1281",,,,,,,,"1.75","8.6","23.7","30.0","17.4",
"USC00112223","1997-01","0","0","10","8","22","7","13","29","24","0","0","-13","10","6.0","0.36","60",,"4479",,"1555",,,,,,,,"1.67","21.1","14.8","23.4","6.3",
"USC00112223","1997-02","0","0","10","5","10","4","0","27","15","0","0","7","5","4.6","2.60","50",,"5560",,"1081",,,,,,,,"4.90","11.5","26.4","32.3","20.5",
"USC00112223","1997-03","0","0","8","5","0","0","0","24","3","2","0","10","0","0.0","0.55","74",,"6434",,"874",,,,,,,,"1.95","0.0","36.8","45.5","28.1",
"USC00112223","1997-04","0","0","8","3","2","1","0","12","1","2","0","18","1","5.0","0.62","75",,"7050",,"616",,,,,,,,"1.63","5.1","44.5","54.4","34.6","187.0"
"USC00112223","1997-05","2","2","11","5","0","0","0","0","0","5","0","33","0","0.0","1.23","83","5.04","7416",,"366",,,,"43",,"65",,"4.00","0.0","53.3","63.8","42.7","95.1"
"USC00112223","1997-06","167","165","5","3","0","0","0","0","0","28","3","49","0","0.0","1.42","94","6.81","7444",,"28",,,,"60",,,,"2.87","0.0","69.5","80.0","59.1","116.2"
"USC00112223","1997-07","409","242","8","4","0","0","0","0","0","30","4","51","0","0.0","0.81","96","6.91","9","76","9","86","65","72","64","71","90","80","1.98","0.0","72.5","83.1","61.9","83.3"
"USC00112223","1997-08","521","112","13","8","0","0","0","0","0","29","3","51","0","0.0","1.29","90","4.51","26","72","17","83","64","70","62","68","83","75","4.45","0.0","68.1","78.0","58.1",
"USC00112223","1997-09","579","58","6","3","0","0","0","0","0","25","0","43","0","0.0","1.15","85","3.51","126","68","100","76","58","63","55","62","76","68","1.86","0.0","63.6","74.6","52.6",
"USC00112223","1997-10","621","42","11","4","0","1","0","6","0","10","0","24","0","1.1","0.65","88","2.67","572","64","447","68","41","44","44","52","59","57","1.87","1.1","51.9","62.3","41.6",
"USC00112223","1997-11","621","0","11","5","5","3","0","21","6","0","0","9","5","2.4","0.51","65",,"1494","49","922","53","34","34","40",,"42",,"1.99","6.8","34.3","41.1","27.4",
"USC00112223","1997-12","621","0","11","3","17","2","0","30","16","0","0","8","6","5.3","0.64","44",,"2644","40","1150","44","34","34","35",,"36",,"1.43","11.6","27.9","32.6","23.1",
"USC00112223","1998-01","0","0","12","7","25","3","2","28","20","0","0","-6","6","4.4","0.69","55",,"3870","41","1226","43","33","33","35",,"35",,"2.80","11.0","25.5","31.9","19.0",
"USC00112223","1998-02","0","0","9","3","1","0","0","17","1","0","0","24","1","0.0","0.64","61",,"4666","43","796","47","33","33","36",,"39",,"1.62","0.0","36.6","42.2","30.9",
"USC00112223","1998-03","4","4","14","4","8","1","0","24","4","4","0","6","4","4.1","0.91","78",,"5544",,"879",,,,,,,,"3.23","5.5","36.8","44.0","29.6",
"USC00112223","1998-04","4","0","15","9","0","0","0","2","0","3","0","32","0","0.0","1.79","76","3.04","6018","53","474","59","43","47","42","48","62","53","5.87","0.0","49.2","58.4","40.0",
"USC00112223","1998-05","100","96","10","8","0","0","0","0","0","23","2","47","0","0.0","1.51","92","5.57","6111","67","93","73","53","55","57","60","81","65","4.78","0.0","65.1","75.4","54.8",
"USC00112223","1998-06","284","184","12","10","0","0","0","0","0","23","4","45","0","0.0","0.66","95","5.78","6175","76","63","83","57","62","61","66","84","73","4.07","0.0","69.0","78.5","59.5",
"USC00112223","1998-07","532","248","8","4","0","0","0","0","0","31","2","57","0","0.0","1.67","91","7.07","0","75","0","82","68","73","66","71","92","78","4.01","0.0","73.0","82.7","63.3",
"USC00112223","1998-08","774","242","9","5","0","0","0","0","0","31","1","54","0","0.0","1.72","91","4.95","0","74","0","81","68","73","65","72","90","77","5.20","0.0","72.8","82.1","63.5",
"USC00112223","1998-09","889","115","7","5","0","0","0","0","0","25","1","43","0","0.0","1.12","91","3.90","42",,"42",,,,"57",,"86",,"2.22","0.0","67.5","79.0","56.0",
"USC00112223","1998-10","889","0","11","10","0","0","0","2","0","4","0","30","0","0.0","2.65","78","2.42","407","60","365","66","48","51","46","54","63","57","5.80","0.0","53.3","63.3","43.2",
"USC00112223","1998-11","889","0","5","2","0","0","0","13","0","0","0","19","0","0.5","1.63","66",,"1104","55","697","56","38","40","44",,"46",,"2.07","0.5","41.8","50.3","33.3",
"USC00112223","1998-12","889","0","4","1","0","0","2","26","8","0","0","-3","0","0.3","1.25","65",,"2112","53","1008","54","30","31","39",,"41",,"1.32","0.7","32.5","41.4","23.6",
"USC00112223","1999-01","0","0","14","7","29","3","9","30","22","0","0","-21","12","7.0","1.33","44",,"3577","32","1464","33","28","29","31",,"31",,"3.43","18.3","17.8","24.9","10.6",
"USC00112223","1999-02","0","0","11","3","1","1","0","23","7","0","0","12","1","1.0","0.50","68",,"4497","39","920","46","33","33","34",,"35",,"1.19","1.2","32.1","39.5","24.8",
"USC00112223","1999-03","0","0","6","3","12","2","0","28","5","1","0","8","10","7.0","0.49","72",,"5473","40","976","46","33","33","35",,"37",,"0.91","12.5","33.5","43.3","23.8",
"USC00112223","1999-04","0","0","12","7","0","0","0","0","0","4","0","34","0","0.0","1.15","78","3.60","5914","51","441","56","43","46","42","47","63","50","5.67","0.0","50.3","59.7","40.9","1677.7"
"USC00112223","1999-05","50","50","10","9","0","0","0","0","0","20","0","43","0","0.0","1.16","87","5.72","6053","66","139","74","48","53","52","57","78","63","4.99","0.0","62.1","72.5","51.7","1042.0"
"USC00112223","1999-06","263","213","13","10","0","0","0","0","0","26","6","47","0","0.0","2.17","93","6.08","6088","73","35","82","61","68","62","68","87","75","6.90","0.0","70.9","80.5","61.4","746.9"
"USC00112223","1999-07","636","373","12","9","0","0","0","0","0","31","11","55","0","0.0","2.80","99","7.54","0","81","0","90","68","76","69","74","92","82","4.76","0.0","77.1","86.9","67.2","1038.3"
"USC00112223","1999-08","770","134","10","6","0","0","0","0","0","31","1","52","0","0.0","1.56","90","4.95","11","76","11","85","65","71","61","69","83","76","2.64","0.0","69.0","78.6","59.3","874.3"
"USC00112223","1999-09","831","61","5","5","0","0","0","0","0","19","3","39","0","0.0","3.47","90","4.56","161","71","151","79","54","59","52","61","74","69","5.34","0.0","62.0","74.3","49.7","844.4"
"USC00112223","1999-10","831","0","5","1","0","0","0","6","0","10","0","26","0","0.0","0.62","82","3.06","597","57","435","64","44","47","41","50","59","55","0.72","0.0","51.0","63.5","38.4","1174.4"
"USC00112223","1999-11","831","0","5","2","0","0","0","15","0","5","0","18","0","0.0","0.15","76",,"1216","53","619","56","36","39","45",,"49",,"0.34","0.0","44.3","56.4","32.3",
"USC00112223","1999-12","831","0","13","5","15","3","4","27","11","0","0","-3","4","2.3","1.28","56",,"2420","44","1204","47","32","32","36",,"37",,"2.20","7.5","26.1","33.8","18.5",
"USC00112223","2000-01","0","0","10","5","17","5","4","29","19","0","0","-10","9","6.0","0.43","58",,"3785","34","1364","36","31","31","32",,"33",,"1.59","13.8","21.0","29.0","12.9",
"USC00112223","2000-02","0","0","7","3","17","3","0","23","14","0","0","5","10","8.0","0.78","69",,"4807","44","1022","48","32","32","33",,"34",,"2.00","12.6","29.8","38.3","21.2",
"USC00112223","2000-03","0","0","10","3","0","0","0","18","0","3","0","20","0","0.0","0.37","77",,"5488","49","681","54","36","40","41",,"46",,"0.91","0.0","43.0","54.0","32.1",
"USC00112223","2000-04","0","0","10","6","1","1","0","9","0","4","0","24","1","1.3","1.24","77","3.80","6014","54","526","60","39","41","39","46","62","52","3.47","1.3","47.4","58.7","36.2","1701.3"
"USC00112223","2000-05","58","58","15","10","0","0","0","0","0","18","1","38","0","0.0","0.83","90","4.80","6174",,"160",,,,"52",,"74",,"3.39","0.0","61.7","72.2","51.2","1217.3"
"USC00112223","2000-06","154","96","17","13","0","0","0","0","0","22","1","47","0","0.0","1.61","91","5.82","6225",,"51",,,,"58",,"81",,"8.80","0.0","66.7","76.3","57.2","1497.5"
"USC00112223","2000-07","332","178","7","5","0","0","0","0","0","31","0","53","0","0.0","1.70","86","7.29","3",,"3",,,,"62",,"84",,"3.33","0.0","70.6","80.0","61.3","907.8"
"USC00112223","2000-09",,"97","8","7","0","0","0","0","0","19","3","38","0","0.0","1.85","93","4.53",,,"162",,,,"56",,"76",,"4.63","0.0","63.0","75.1","50.9","1099.2"
"USC00112223","2000-10",,"5","8","2","0","0","0","5","0","13","0","27","0","0.0","0.86","83","2.88",,"65","312",,"52",,"48","59","62",,"1.17","0.0","54.9","66.3","43.5","1160.1"
"USC00112223","2000-11",,"0","12","5","3","0","0","20","7","2","0","9","1","0.6","0.96","76",,,,"859",,,,,,,,"2.74","1.1","35.3","42.6","28.1",
"USC00112223","2000-12",,"0","16","8","23","10","12","31","26","0","0","-12","17","7.3","0.26","37",,,,"1620",,,,,,,,"1.82","31.5","12.7","21.2","4.3",
"USC00112223","2001-01","0","0","6","4","31","3","2","31","23","0","0","-5","17","1.1","1.12","39",,,,"1378",,,,,,,,"1.87","4.0","20.6","27.8","13.4",
"USC00112223","2001-02","0","0","11","4","19","1","2","27","15","0","0","-7","4","1.3","0.82","49",,,,"1204",,,,,,,,"2.42","2.6","22.0","30.4","13.6",
"USC00112223","2001-03","0","0","6","5","1","2","0","29","6","0","0","8","3","2.4","0.43","55",,,,"1006",,,,,,,,"1.04","4.5","32.5","41.3","23.8",
"USC00112223","2001-04","4","4","15","10","0","0","0","7","0","10","0","27","0","0.0","0.53","83","4.57",,,"394",,,,"44",,"66",,"3.04","0.0","52.0","63.7","40.3","1985.3"
"USC00112223","2001-05","74","69","16","8","0","0","0","0","0","16","0","40","0","0.0","0.56","89","6.04",,,"167",,,,"48",,"81",,"3.04","0.0","61.8","72.0","51.7","1498.7"
"USC00112223","2001-06","238","164","10","9","0","0","0","0","0","22","4","46","0","0.0","0.89","94","6.01",,"74","86","77","56","56","59","66","85","68","4.64","0.0","67.6","77.0","58.2","879.2"
"USC00112223","2001-07","537","299","10","3","0","0","0","0","0","31","8","49","0","0.0","0.37","96","7.43","6",,"6",,,,"64",,"91",,"0.86","0.0","74.4","85.0","63.9","848.8"
"USC00112223","2001-08","785","248","11","7","0","0","0","0","0","31","6","55","0","0.0","0.88","95","6.22","7",,"1",,,,"64",,"86",,"3.21","0.0","72.9","83.2","62.7","873.6"
"USC00112223","2001-09","834","49","10","9","0","0","0","0","0","16","1","35","0","0.0","2.80","90","3.94","164",,"157",,,,"51",,"72",,"8.09","0.0","61.2","72.0","50.4","1009.1"
"USC00112223","2001-10","835","2","11","6","0","0","0","8","0","5","0","28","0","0.0","2.17","83","2.43","615",,"451",,,,"42",,"56",,"5.43","0.0","50.2","60.1","40.3","1349.0"
"USC00112223","2001-11","835","0","8","5","0","0","0","6","0","1","0","25","0","0.0","0.51","71",,"1153",,"538",,,,,,,,"1.72","0.0","47.1","57.4","36.8",
"USC00112223","2001-12","835","0","15","2","6","0","0","24","8","0","0","2","1","0.8","0.53","65",,"2190",,"1037",,,,,,,,"1.00","2.8","31.5","39.0","24.1",
"USC00112223","2002-01","0","0","6","3","10","2","0","30","13","0","0","3","8","8.0","0.39","56",,"3332",,"1142",,,,,,,,"0.74","11.8","28.2","36.3","20.0",
"USC00112223","2002-02","0","0","7","5","14","2","0","26","8","0","0","2","5","1.3","0.46","60",,"4339",,"1007",,,,,,,,"1.24","2.3","29.0","37.5","20.5",
"USC00112223","2002-03","0","0","10","6","8","2","2","25","8","0","0","-13","7","4.5","0.56","62",,"5365",,"1025",,,,,,,,"1.90","9.1","31.9","41.9","21.9",
"USC00112223","2002-04","38","38","14","10","0","1","0","8","0","7","1","22","0","2.3","0.95","90","6.14","5914",,"549",,,,"40",,"61",,"3.76","2.3","47.9","57.5","38.4","1872.8"
"USC00112223","2002-05","67","29","9","7","0","0","0","1","0","10","0","31","0","0.0","2.36","87","5.03","6266",,"353",,,,"46",,"72",,"5.48","0.0","54.6","64.3","44.9","1536.7"
"USC00112223","2002-06","288","221","11","5","0","0","0","0","0","27","6","49","0","0.0","2.20","92","6.36","6290",,"24",,,,"61",,"85",,"5.04","0.0","71.6","81.3","61.8","1056.3"
"USC00112223","2002-07","659","370","9","2","0","0","0","0","0","31","12","55","0","0.0","0.23","97","8.04","0",,"0",,,,"66",,"92",,"0.66","0.0","76.9","87.1","66.8","1193.0"
"USC00112223","2002-08","888","229","7","6","0","0","0","0","0","31","4","51","0","0.0","2.01","94","5.76","2",,"2",,,,"64",,"88",,"6.74","0.0","72.3","82.7","62.0","974.3"
"USC00112223","2002-09","1009","121","8","5","0","0","0","0","0","27","2","37","0","0.0","0.38","91","4.08","65",,"63",,,,"56",,"78",,"1.63","0.0","66.9","78.9","55.0","815.9"
"USC00112223","2002-10","1025","16","11","4","0","0","0","4","0","7","0","27","0","0.0","0.85","85","2.36","572",,"507",,,,"41",,"55",,"2.31","0.0","49.2","58.2","40.2","1209.2"
"USC00112223","2002-11","1025","0","7","2","1","0","0","23","3","0","0","13","1","0.5","0.16","64",,"1464",,"892",,,,,,,,"0.49","1.0","35.3","43.2","27.3",
"USC00112223","2002-12","1025","0","5","3","10","2","0","29","13","0","0","7","2","1.6","0.53","57",,"2621",,"1157",,,,,,,,"0.84","3.5","27.7","35.9","19.5",
"USC00112223","2003-01","0","0","8","2","10","3","4","31","23","0","0","-7","3","2.9","0.23","52",,"4088",,"1466",,,,,,,,"0.51","7.2","17.7","25.6","9.8",
"USC00112223","2003-02","0","0","5","0","8","1","6","28","15","0","0","-5","3","2.9","0.09","49",,"5324",,"1236",,,,,,,,"0.21","4.6","20.9","30.3","11.5",
"USC00112223","2003-03","0","0","9","5","9","2","2","19","7","2","0","-2","5","4.7","0.31","73",,"6259",,"935",,,,,,,,"1.29","6.5","34.8","44.9","24.8",
"USC00112223","2003-04","6","6","9","6","2","1","0","9","2","7","0","22","2","2.0","0.44","86",,"6770",,"511",,,,,,,,"1.50","2.0","48.2","59.9","36.5","1795.8"
"USC00112223","2003-05","12","5","14","9","0","0","0","0","0","13","0","35","0","0.0","2.27","82","5.02","7013",,"242",,,,"48",,"72",,"7.80","0.0","57.4","67.0","47.7","1700.7"
"USC00112223","2003-06","125","113","8","6","0","0","0","0","0","23","2","39","0","0.0","0.50","94","6.61","7076",,"63",,,,"55",,"83",,"1.85","0.0","66.7","77.0","56.4","1317.9"
"USC00112223","2003-07","351","227","11","7","0","0","0","0","0","31","3","54","0","0.0","0.93","93","7.19","0",,"0",,,,"63",,"89",,"3.16","0.0","72.3","82.5","62.1","1134.0"
"USC00112223","2003-08","615","263","5","3","0","0","0","0","0","31","6","58","0","0.0","0.61","97","7.19","0",,"0",,,,"63",,"86",,"1.17","0.0","74.0","84.7","63.2","1263.2"
"USC00112223","2003-09","684","69","10","5","0","0","0","0","0","21","0","35","0","0.0","0.74","89","3.81","146",,"146",,,,"52",,"72",,"2.49","0.0","62.4","74.1","50.8","1169.4"
"USC00112223","2003-11",,"0","14","6","0","0","0","15","2","1","0","17","0","0.0","1.02","71",,,,"756",,,,,,,,"3.67","0.0","39.8","48.4","31.2",
"USC00112223","2003-12",,"0","6","4","3","1","0","28","9","0","0","6","1","1.6","2.03","54",,,,"1099",,,,,,,,"3.03","2.5","29.6","36.8","22.3",
"USC00112223","2004-01","0","0","7","3","22","3","7","31","21","0","0","-13","6","5.4","0.12","55",,,,"1478",,,,,,,,"0.50","11.1","17.3","24.3","10.4",
"USC00112223","2004-02","0","0","5","4","22","2","2","28","16","0","0","-11","9","3.4","0.34","53",,,,"1174",,,,,,,,"0.98","6.0","24.5","33.1","16.0",
"USC00112223","2004-03","0","0","15","9","2","0","0","17","0","1","0","12","1","0.6","1.31","71",,,,"769",,,,,,,,"4.19","1.8","40.2","49.0","31.4",
"USC00112223","2004-04","17","17","4","3","0","0","0","9","0","8","0","26","0","0.0","1.23","85","4.38",,,"460",,,,,,,,"1.88","0.0","50.2","61.7","38.8","1728.7"
"USC00112223","2004-05","55","38","16","12","0","0","0","1","0","19","0","31","0","0.0","2.81","87","4.95",,,"198",,,,"46",,,,"10.45","0.0","59.7","71.0","48.5","1611.8"
"USC00112223","2004-06","168","112","7","6","0","0","0","0","0","25","1","47","0","0.0","0.91","90","5.84",,,"47",,,,"56",,,,"2.83","0.0","67.5","77.1","57.9","1031.5"
"USC00112223","2004-07","315","147","7","4","0","0","0","0","0","28","0","53","0","0.0","0.96","88","5.43","10",,"10",,,,"58",,,,"3.93","0.0","69.6","79.4","59.7","1091.7"
"USC00112223","2004-08","410","95","11","9","0","0","0","0","0","26","0","47","0","0.0","1.34","89","3.91","76",,"66",,,,"57",,,,"3.35","0.0","66.1","75.8","56.4","1130.3"
"USC00112223","2004-09","504","94","3","2","0","0","0","0","0","28","0","42","0","0.0","0.42","85","3.36","128",,"51",,,,"57",,"78",,"0.65","0.0","66.4","78.2","54.7","1077.5"
"USC00112223","2004-10","504","0","9","6","0","0","0","4","0","8","0","27","0","0.0","1.35","77","1.62","508",,"380",,,,"43",,"60",,"2.89","0.0","52.1","62.9","41.4","1555.3"
"USC00112223","2004-11","504","0","13","8","2","1","0","16","0","0","0","16","2","2.3","0.64","65",,"1213",,"705",,,,,,,,"2.68","2.3","41.5","49.1","33.9",
"USC00112223","2004-12","504","0","8","5","8","1","2","25","12","0","0","-6","4","4.3","0.30","53",,"2435",,"1222",,,,,,,,"1.11","5.2","25.6","33.2","17.9",
"USC00112223","2005-01","0","0","14","8",,"4","6","30","18","0","0","-3",,"6.7","0.54","51",,"3728",,"1293",,,,,,,,"2.54","17.8","21.9","29.0","14.8",
"USC00112223","2005-02","0","0","12","6","11","2","0","25","5","0","0","9","3","1.0","0.85","53",,"4682",,"954",,,,,,,,"2.75","3.7","30.9","37.3","24.5",
"USC00112223","2005-03","0","0","10","1","4","1","0","27","6","1","0","8","2","1.0","0.32","76",,"5663",,"981",,,,,,,,"0.68","2.2","33.3","42.7","24.0",
"USC00112223","2005-04","6","6","9","5","0","0","0","3","0","11","0","31","0","0.0","0.70","82","3.43","6044",,"381",,,,"42",,"67",,"1.72","0.0","52.5","64.6","40.4","1770.3"
"USC00112223","2005-05","16","11","8","6","0","0","0","2","0","16","0","27","0","0.0","1.25","84","5.28","6312",,"268",,,,"51",,"73",,"2.75","0.0","56.7","67.7","45.7","1523.0"
"USC00112223","2005-06","306","290","5","4","0","0","0","0","0","30","8","52","0","0.0","0.47","96","7.48","6317",,"5",,,,,,,,"1.13","0.0","74.5","85.3","63.7","1070.6"
"USC00112223","2005-07","607","301","9","5","0","0","0","0","0","31","7","53","0","0.0","1.00","99","7.44","2",,"2",,,,,,,,"2.83","0.0","74.6","85.0","64.3","1040.8"
"USC00112223","2005-08","870","263","6","4","0","0","0","0","0","31","5","55","0","0.0","1.66","96","6.48","4",,"1",,,,,,,,"4.15","0.0","73.4","83.8","63.1","869.3"
"USC00112223","2005-09","1031","161","8","3","0","0","0","0","0","25","4","38","0","0.0","0.49","92","4.34","49",,"45",,,,"58",,"79",,"1.53","0.0","68.8","80.5","57.2","995.4"
