"STATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00257040","2014-10","774","7","4",",7","4",",7","4",",7","0",",7","0",",7","0",",7","12",",7","0",",7","13",",7","0",",7","22",",7,30,","0",",,7,31,+","0.0",",,7,31,+","1.78",",,7,02,","82",",7,26,+","520","7","369",",7","2.14",",,,7","0.0",",,,7","53.2",",7","69.2",",,,7","37.2",",,,7"
"USC00257040","2014-11","774","7","0",",7","4",",7","0",",7","3",",7","1",",7","4",",7","27",",7","6",",7","6",",7","0",",7","-2",",7,19,+","1",",,7,16,+","1.0",",,7,11,","0.03",",,7,11,","76",",7,30,","1480","7","960",",7","0.08",",,,7","2.0",",,,7","33.0",",7","48.8",",,,7","17.1",",,,7"
"USC00257040","2014-12","774","7","0",",7","5",",7","2",",7","9",",7","3",",7","2",",7","29",",7","12",",7","0",",7","0",",7","-11",",7,31,","5",",,7,31,+","3.0",",,7,27,","0.74",",,7,15,","59",",7,09,","2633","7","1152",",7","1.08",",,,7","6.8",",,,7","27.8",",7","37.5",",,,7","18.1",",,,7"
"USC00257040","2015-01","0","7","0",",7","1",",7","1",",7","19",",7","1",",7","4",",7","31",",7","9",",7","1",",7","0",",7","-12",",7,01,","5",",,7,08,+","1.0",",,7,04,","0.10",",,7,04,","70",",7,29,","3805","7","1172",",7","0.10",",,,7","1.0",",,,7","27.2",",7","41.3",",,,7","13.1",",,,7"
"USC00257040","2015-02","0","7","0",",7","6",",7","2",",7","15",",7","5",",7","7",",7","28",",7","13",",7","0",",7","0",",7","-12",",7,05,","11",",,7,05,","5.2",",,7,04,","0.40",",,7,01,","66",",7,11,","4935","7","1130",",7","0.91",",,,7","14.5",",,,7","24.7",",7","38.8",",,,7","10.5",",,,7"
"USC00257040","2015-03","0","7","0",",7","1",",7","0",",7","1",",7","0",",7","2",",7","26",",7","2",",7","10",",7","1",",7","-2",",7,06,+","1",",,7,04,","0.7",",,7,04,","0.04",",,7,04,","91",",7,17,","5642","7","708",",7","0.04",",,,7","0.7",",,,7","42.2",",7","60.9",",,,7","23.5",",,,7"
"USC00257040","2015-04","0","7","0",",7","9",",7","4",",7","0",",7","1",",7","0",",7","13",",7","0",",7","9",",7","0",",7","25",",7,23,+","0",",,7,30,+","1.1",",,7,10,","0.70",",,7,18,","86",",7,02,","6075","7","433",",7","2.11",",,,7","1.1",",,,7","50.6",",7","64.6",",,,7","36.6",",,,7"
"USC00257040","2015-05","16","7","15",",7","14",",7","7",",7","0",",7","0",",7","0",",7","4",",7","0",",7","16",",7","1",",7","29",",7,13,","0",",,7,31,+","0.0",",,7,31,+","0.53",",,7,14,","90",",7,04,","6332","7","257",",7","2.54",",,,7","0.0",",,,7","57.2",",7","69.3",",,,7","45.1",",,,7"
"USC00257040","2015-06","166","7","150",",7","12",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","3",",7","37",",7,01,","0",",,7,30,+","0.0",",,7,30,+","1.32",",,7,04,","96",",7,10,","6351","7","18",",7","6.37",",,,7","0.0",",,,7","69.4",",7","82.3",",,,7","56.5",",,,7"
"USC00257040","2015-07","462","7","296",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","12",",7","47",",7,09,+","0",",,7,31,+","0.0",",,7,31,+","0.47",",,7,25,","101",",7,13,","9","7","9",",7","1.24",",,,7","0.0",",,,7","74.3",",7","88.3",",,,7","60.3",",,,7"
"USC00257040","2015-08","656","7","194",",7","11",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","40",",7,25,+","0",",,7,31,+","0.0",",,7,31,+","0.54",",,7,01,","96",",7,03,","30","7","22",",7","2.44",",,,7","0.0",",,,7","70.6",",7","84.3",",,,7","56.9",",,,7"
"USC00257040","2015-09","840","7","184",",7","10",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","5",",7","44",",7,20,","0",",,7,30,+","0.0",",,7,30,+","0.28",",,7,24,","97",",7,16,","59","7","28",",7","1.42",",,,7","0.0",",,,7","70.2",",7","83.1",",,,7","57.2",",,,7"
"USC00257040","2015-10","848","7","8",",7","7",",7","4",",7","0",",7","0",",7","0",",7","5",",7","0",",7","14",",7","1",",7","25",",7,30,","0",",,7,31,+","0.0",",,7,31,+","0.60",",,7,23,","96",",7,12,","381","7","322",",7","1.42",",,,7","0.0",",,,7","54.9",",7","69.1",",,,7","40.6",",,,7"
"USC00257040","2015-11","848","7","0",",7","8",",7","3",",7","6",",7","4",",7","0",",7","20",",7","4",",7","4",",7","0",",7","16",",7,23,+","1",",,7,30,+","1.5",",,7,12,","1.22",",,7,17,","80",",7,03,","1085","7","704",",7","3.04",",,,7","4.4",",,,7","41.5",",7","53.4",",,,7","29.7",",,,7"
"USC00257040","2015-12","848","7","0",",7","7",",7","4",",7","9",",7","1",",7","0",",7","30",",7","9",",7","0",",7","0",",7","3",",7,31,","2",",,7,02,+","1.5",",,7,01,","0.44",",,7,14,","67",",7,10,","2131","7","1046",",7","1.15",",,,7","4.3",",,,7","31.2",",7","41.8",",,,7","20.6",",,,7"
"USC00257040","2016-01","0","7","0",",7","6",",7","0",",7","8",",7","2",",7","5",",7","31",",7","11",",7","0",",7","0",",7","-9",",7,10,","1",",,7,24,+","1.5",",,7,21,","0.09",",,7,21,","58",",7,30,","3320","7","1189",",7","0.28",",,,7","3.9",",,,7","26.7",",7","37.5",",,,7","15.8",",,,7"
"USC00257040","2016-02","0","7","0",",7","2",",7","2",",7","16",",7","2",",7","0",",7","28",",7","6",",7","1",",7","0",",7","7",",7,05,","12",",,7,06,+","6.8",",,7,03,","0.60",",,7,03,","75",",7,28,","4213","7","893",",7","1.09",",,,7","12.2",",,,7","34.2",",7","46.5",",,,7","22.0",",,,7"
"USC00257040","2016-03","0","7","0",",7","5",",7","1",",7","1",",7","1",",7","0",",7","23",",7","0",",7","8",",7","0",",7","13",",7,28,+","2",",,7,24,","2.0",",,7,24,","0.13",",,7,15,","80",",7,08,","4892","7","680",",7","0.35",",,,7","2.0",",,,7","43.1",",7","60.1",",,,7","26.0",",,,7"
"USC00257040","2016-04","1","7","1","1,7","7",",7","6",",7","0",",7","0",",7","0",",7","7",",7","0","1,7","11","1,7","0","1,7","23",",7,09,","0",",,7,30,+","0.0",",,7,30,+","3.84",",,7,17,","81","1,7,24,+","5301","7","409","1,7","8.28",",,,7","0.0",",,,7","51.0","1,7","64.5","1,,,7","37.4",",,,7"
"USC00257040","2016-05","23","7","22",",7","14",",7","10",",7","0",",7","0",",7","0",",7","4",",7","0",",7","19",",7","0",",7","30",",7,04,+","0",",,7,31,+","0.0",",,7,31,+","0.87",",,7,11,","86",",7,30,","5556","7","254",",7","3.59",",,,7","0.0",",,,7","57.5",",7","71.0",",,,7","44.0",",,,7"
"USC00257040","2016-06","272","7","249",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","12",",7","46",",7,07,+","0",",,7,30,+","0.0",",,7,30,+","0.72",",,7,29,","98",",7,22,+","5565","7","9",",7","0.93",",,,7","0.0",",,,7","73.0",",7","87.9",",,,7","58.1",",,,7"
"USC00257040","2016-07","569","7","296",",7","11",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","12",",7","57",",7,16,+","0",",,7,31,+","0.0",",,7,31,+","1.40",",,7,16,","98",",7,22,","8","7","8",",7","4.51",",,,7","0.0",",,,7","74.3",",7","86.3",",,,7","62.3",",,,7"
"USC00257040","2016-08","817","7","249",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","7",",7","44",",7,21,","0",",,7,31,+","0.0",",,7,31,+","0.33",",,7,16,","93",",7,19,","14","7","5",",7","1.26",",,,7","0.0",",,,7","72.8",",7","84.7",",,,7","61.0",",,,7"
"USC00257040","2016-09","911","7","94",",7","3",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","2",",7","35",",7,30,","0",",,7,30,+","0.0",",,7,30,+","1.94",",,7,10,","92",",7,21,","88","7","74",",7","3.75",",,,7","0.0",",,,7","65.6",",7","79.3",",,,7","52.0",",,,7"
"USC00257040","2016-10","913","7","1",",7","3",",7","2",",7","0",",7","0",",7","0",",7","8",",7","0",",7","22",",7","0",",7","28",",7,08,","0",",,7,31,+","0.0",",,7,31,+","0.24",",,7,07,","83",",7,29,+","387","7","299",",7","0.51",",,,7","0.0",",,,7","55.4",",7","71.4",",,,7","39.4",",,,7"
"USC00257040","2016-11","913","7","0",",7","6",",7","4",",7","1",",7","1",",7","0",",7","20",",7","0",",7","8",",7","0",",7","15",",7,20,","1",",,7,18,","1.0",",,7,18,","0.65",",,7,08,","78",",7,11,+","1016","7","629",",7","1.35",",,,7","1.0",",,,7","44.0",",7","58.8",",,,7","29.3",",,,7"
"USC00257040","2016-12","913","7","0",",7","3",",7","1",",7","0",",7","0",",7","3",",7","31",",7","11",",7","0",",7","0",",7","-19",",7,18,","0",",T,7,18,+","0.3",",,7,18,+","0.34",",,7,26,","59",",7,31,","2282","7","1266",",7","0.40",",,,7","0.8",",,,7","24.2",",7","38.0",",,,7","10.3",",,,7"
"US10buff010","2004-07",,,,,"10","3,N","8","3,N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,31,+","0.0","3,,N,31,+","0.89","3,,N,09,",,,,,,,"3.46","3,,,N","0.0","3,,,N",,,,,,
"US10buff010","2004-08",,,,,"4",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.88",",,N,24,",,,,,,,"1.91",",,,N","0.0",",,,N",,,,,,
"US10buff010","2004-09",,,,,"7",",N","5",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","1.91",",,N,23,",,,,,,,"4.67",",,,N","0.0",",,,N",,,,,,
"US10buff010","2004-10",,,,,"8","1,N","3","1,N","0","1,N","0","2,N",,,,,,,,,,,,,"0","1,,N,31,+","0.0","2,,N,31,+","0.44","1,,N,07,",,,,,,,"1.23","1,,,N","0.0","2,,,N",,,,,,
"US10buff010","2004-11",,,,,"5",",N","5",",N","1",",N","1",",N",,,,,,,,,,,,,"7",",,N,30,","9.0",",,N,29,","0.93",",,N,18,",,,,,,,"2.62",",,,N","9.0",",,,N",,,,,,
"US10buff010","2004-12",,,,,"0",",N","0",",N","2",",N","0",",N",,,,,,,,,,,,,"5",",,N,01,","0.0",",,N,31,+","0.00",",,N,31,+",,,,,,,"0.00",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-01",,,,,"3","1,N","3","1,N","1","1,N","2","1,N",,,,,,,,,,,,,"4","1,,N,06,","2.5","1,,N,06,","0.36","1,,N,06,",,,,,,,"0.70","1,,,N","4.0","1,,,N",,,,,,
"US10buff010","2005-02",,,,,"7",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,28,+","0.0",",,N,28,+","0.36",",,N,13,",,,,,,,"0.87",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-03",,,,,"6",",N","6",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.00",",,N,22,",,,,,,,"2.87",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-04",,,,,"8",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.56",",,N,11,",,,,,,,"1.19",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-05",,,,,"9",",N","6",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","2.00",",,N,12,",,,,,,,"3.23",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-06",,,,,"9",",N","8",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","1.93",",,N,03,",,,,,,,"5.57",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-07",,,,,"1",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.11",",,N,02,",,,,,,,"0.11",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-08",,,,,"8",",N","7",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.97",",,N,13,",,,,,,,"4.35",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-09",,,,,"5",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.50",",,N,05,",,,,,,,"0.63",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-10",,,,,"6",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.77",",,N,20,",,,,,,,"1.91",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-11",,,,,"1",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.58",",,N,28,",,,,,,,"0.58",",,,N","0.0",",,,N",,,,,,
"US10buff010","2005-12",,,,,"3",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.21",",,N,03,",,,,,,,"0.32",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-01",,,,,"3",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.10",",,N,28,",,,,,,,"0.24",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-02",,,,,"1",",N","0",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,28,+","0.0",",,N,28,+","0.02",",,N,16,",,,,,,,"0.02",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-03",,,,,"7",",N","7",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.43",",,N,21,",,,,,,,"3.20",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-04",,,,,"7",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.30",",,N,25,+",,,,,,,"1.03",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-05",,,,,"4",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.53",",,N,24,",,,,,,,"1.21",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-06",,,,,"6",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","1.76",",,N,17,",,,,,,,"2.73",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-07",,,,,"8",",N","6",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","2.49",",,N,11,",,,,,,,"4.58",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-08",,,,,"9",",N","7",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.33",",,N,08,",,,,,,,"3.90",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-09",,,,,"5",",N","5",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","2.50",",,N,10,",,,,,,,"3.72",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-10",,,,,"8",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.82",",,N,09,",,,,,,,"1.53",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-11",,,,,"2",",N","1",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.86",",,N,15,",,,,,,,"0.88",",,,N","0.0",",,,N",,,,,,
"US10buff010","2006-12",,,,,"4",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","1.70",",,N,30,",,,,,,,"3.58",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-05",,,,,"14",",N","11",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","5.28",",,N,24,",,,,,,,"10.52",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-06",,,,,"16",",N","11",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.80",",,N,08,",,,,,,,"7.13",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-07",,,,,"9",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","1.58",",,N,18,",,,,,,,"4.47",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-08",,,,,"5",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.35",",,N,24,",,,,,,,"1.14",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-09",,,,,"8",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","1.41",",,N,11,",,,,,,,"2.55",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-10",,,,,"9",",N","8",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","2.04",",,N,23,",,,,,,,"6.90",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-11",,,,,"4",",N","3",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.26",",,N,12,",,,,,,,"0.51",",,,N","0.0",",,,N",,,,,,
"US10buff010","2008-12",,,,,"3",",N","2",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.54",",,N,19,",,,,,,,"0.82",",,,N","0.0",",,,N",,,,,,
"US10buff010","2009-01",,,,,"3",",N","1",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","0.10",",,N,26,",,,,,,,"0.20",",,,N","0.0",",,,N",,,,,,
"US10buff010","2009-04",,,,,"9",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","0.70",",,N,10,",,,,,,,"2.28",",,,N","0.0",",,,N",,,,,,
"US10buff008","2004-08",,,,,"4",",N","3",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","0.36",",,N,11,",,,,,,,"0.87",",,,N","0.0",",,,N",,,,,,
"US10buff008","2004-09",,,,,"6","1,N","6","1,N","0","3,N","0","3,N",,,,,,,,,,,,,"0","3,,N,30,+","0.0","3,,N,30,+","1.66","1,,N,23,",,,,,,,"5.03","1,,,N","0.0","3,,,N",,,,,,
"US10buff008","2004-11",,,,,"6","1,N","6","1,N","0","1,N","1","1,N",,,,,,,,,,,,,"0","1,,N,30,+","9.2","1,,N,29,","1.19","1,,N,18,",,,,,,,"2.95","1,,,N","9.2","1,,,N",,,,,,
"US10buff008","2004-12",,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",T,N,06,",,,,,,,"0.00",",T,,N",,,,,,,,
"US10buff008","2005-01",,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.37",",,N,06,",,,,,,,"0.49",",,,N",,,,,,,,
"US10buff008","2005-02",,,,,"7",",N","3",",N","5","2,N","3","2,N",,,,,,,,,,,,,"5","2,,N,09,","2.9","2,,N,07,","0.27",",,N,13,",,,,,,,"0.75",",,,N","5.7","2,,,N",,,,,,
"US10buff008","2005-03",,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.08",",,N,22,",,,,,,,"2.87",",,,N",,,,,,,,
"US10buff008","2005-04",,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.64",",,N,11,",,,,,,,"1.24",",,,N",,,,,,,,
"US10buff008","2005-05",,,,,"8",",N","5",",N","0","4,N","0","4,N",,,,,,,,,,,,,"0","4,,N,31,+","0.0","4,,N,31,+","1.10",",,N,12,",,,,,,,"2.30",",,,N","0.0","4,,,N",,,,,,
"US10buff008","2005-06",,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.37",",,N,03,",,,,,,,"4.81",",,,N",,,,,,,,
"US10buff008","2005-07",,,,,"2",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.07",",,N,26,+",,,,,,,"0.14",",,,N",,,,,,,,
"US10buff008","2005-08",,,,,"8",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"2.49",",,N,13,",,,,,,,"5.04",",,,N",,,,,,,,
"US10buff008","2005-09",,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.68",",,N,05,",,,,,,,"0.74",",,,N",,,,,,,,
"US10buff008","2005-10",,,,,"5",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"0.58",",,N,20,+",,,,,,,"1.64",",,,N",,,,,,,,
"US10buff008","2005-11",,,,,"1",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.57",",,N,28,",,,,,,,"0.57",",,,N",,,,,,,,
"US10buff008","2005-12",,,,,"4",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.23",",,N,03,",,,,,,,"0.31",",,,N",,,,,,,,
"US10buff008","2006-01",,,,,"3",",N","0",",N","0","2,N","0","2,N",,,,,,,,,,,,,"0","2,,N,31,+","0.0","2,,N,31,+","0.08",",,N,28,",,,,,,,"0.11",",,,N","0.0","2,,,N",,,,,,
"US10buff008","2006-02",,,,,"1",",N","0",",N","3","1,N","2","1,N",,,,,,,,,,,,,"2","1,,N,19,+","1.0","1,,N,17,+","0.07",",,N,17,",,,,,,,"0.07",",,,N","2.1","1,,,N",,,,,,
"US10buff008","2006-03",,,,,"8",",N","8",",N","7","3,N","3","2,N",,,,,,,,,,,,,"21","3,,N,21,","10.2","2,,N,21,","1.36",",,N,21,",,,,,,,"3.66",",,,N","20.7","2,,,N",,,,,,
"US10buff008","2006-04",,,,,"8",",N","4",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,30,+","0.0",",,N,30,+","0.53",",,N,02,",,,,,,,"1.50",",,,N","0.0",",,,N",,,,,,
"US10buff008","2006-05",,,,,"5",",N","3",",N","0","4,N","0","4,N",,,,,,,,,,,,,"0","4,,N,31,+","0.0","4,,N,31,+","0.33",",,N,31,",,,,,,,"0.93",",,,N","0.0","4,,,N",,,,,,
"US10buff008","2006-06",,,,,"10",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"2.47",",,N,17,",,,,,,,"4.24",",,,N",,,,,,,,
"US10buff008","2006-07",,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.32",",,N,11,",,,,,,,"3.93",",,,N",,,,,,,,
"US10buff008","2006-08",,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"3.07",",,N,08,",,,,,,,"7.90",",,,N",,,,,,,,
"US10buff008","2006-09",,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"2.34",",,N,10,",,,,,,,"4.62",",,,N",,,,,,,,
"US10buff008","2006-10",,,,,"6",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"0.73",",,N,09,",,,,,,,"1.45",",,,N",,,,,,,,
"US10buff008","2006-11",,,,,"2",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"0.47",",,N,15,",,,,,,,"0.49",",,,N",,,,,,,,
"US10buff008","2006-12",,,,,"5",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.11",",,N,30,",,,,,,,"3.18",",,,N",,,,,,,,
"US10buff008","2007-01",,,,,"4",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.53",",,N,21,",,,,,,,"0.80",",,,N",,,,,,,,
"US10buff008","2007-02",,,,,"3",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.25",",,N,25,",,,,,,,"0.43",",,,N",,,,,,,,
"US10buff008","2007-03",,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.13",",,N,25,",,,,,,,"3.12",",,,N",,,,,,,,
"US10buff008","2007-04",,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"1.91",",,N,24,",,,,,,,"4.63",",,,N",,,,,,,,
"US10buff008","2007-05",,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"1.24",",,N,30,",,,,,,,"3.79",",,,N",,,,,,,,
"US10buff008","2007-06",,,,,"10",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"0.84",",,N,14,",,,,,,,"2.48",",,,N",,,,,,,,
"US10buff008","2007-07",,,,,"11",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.97",",,N,29,",,,,,,,"3.21",",,,N",,,,,,,,
"US10buff008","2007-08",,,,,"10",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"1.30",",,N,07,",,,,,,,"3.21",",,,N",,,,,,,,
"US10buff008","2007-09",,,,,"8",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.01",",,N,10,",,,,,,,"2.29",",,,N",,,,,,,,
"US10buff008","2007-10",,,,,"10",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"0.70",",,N,15,",,,,,,,"3.07",",,,N",,,,,,,,
"US10buff008","2007-11",,,,,"0",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.00",",T,N,21,",,,,,,,"0.00",",T,,N",,,,,,,,
"US10buff008","2007-12",,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"0.47",",,N,01,",,,,,,,"1.88",",,,N",,,,,,,,
"US10buff008","2008-01",,,,,"1",",N","0",",N",,,,,,,,,,,,,,,,,,,,,"0.03",",,N,29,",,,,,,,"0.03",",,,N",,,,,,,,
"US10buff008","2008-02",,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"0.15",",,N,05,",,,,,,,"0.43",",,,N",,,,,,,,
"US10buff008","2008-03",,,,,"6",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"0.39",",,N,17,",,,,,,,"0.76",",,,N",,,,,,,,
"US10buff008","2008-04",,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"1.21",",,N,11,",,,,,,,"3.48",",,,N",,,,,,,,
"US10buff008","2008-05",,,,,"15",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"3.44",",,N,24,",,,,,,,"9.45",",,,N",,,,,,,,
"US10buff008","2008-06",,,,,"13",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"2.09",",,N,05,",,,,,,,"7.61",",,,N",,,,,,,,
"US10buff008","2008-07",,,,,"10",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"2.10",",,N,16,",,,,,,,"4.18",",,,N",,,,,,,,
"US10buff008","2008-08",,,,,"9",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"0.33",",,N,16,+",,,,,,,"1.44",",,,N",,,,,,,,
"US10buff008","2008-09",,,,,"10",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"1.15",",,N,11,",,,,,,,"2.66",",,,N",,,,,,,,
